,number_of_rooms,area_size,has_elevator,year_built,annual_fee_sek,annual_cost_sek,region_processed_bromma,region_processed_centrala sundbyberg,region_processed_gröndal,region_processed_hammarby sjöstad,region_processed_kungsholmen,region_processed_råsunda,region_processed_södermalm,region_processed_vasastan,region_processed_årsta,region_processed_östermalm,has_balcony_nej,has_balcony_unknown,cleaned_floor_number,brokerage_firm_processed_erik olsson fastighetsförmedling,brokerage_firm_processed_fastighetsbyrån stockholm - södermalm,brokerage_firm_processed_länsförsäkringar fastighetsförmedling solna,brokerage_firm_processed_notar,brokerage_firm_processed_tradition mäkleri,price_sold_sek
256,2.0,405,True,1930.0,1979,11568,False,False,False,False,False,False,True,False,False,False,True,False,1.0,False,False,False,True,False,3600000
257,3.0,61,True,2020.0,4576,5400,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,1420000
258,3.0,80,True,1986.0,5730,4200,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2350000
259,1.0,42,True,1932.0,2625,4956,False,False,False,False,False,False,True,False,False,False,False,False,3.0,False,False,False,True,False,3600000
260,3.0,74,True,2000.0,4871,0,False,False,False,True,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,6800000
261,3.0,76,True,2015.0,3365,15600,False,False,False,False,False,False,False,False,False,False,False,False,6.0,True,False,False,False,False,6450000
263,3.0,85,True,1929.0,5014,12000,False,False,False,False,False,False,False,True,False,False,False,False,5.0,False,False,False,False,False,9750000
265,3.0,84,True,2006.0,6452,9000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False,5525000
266,2.0,42,True,1952.0,2721,4500,False,False,False,False,False,False,False,False,False,False,False,False,11.0,False,False,False,False,False,1775000
267,4.0,985,False,1997.0,5937,4900,False,False,False,False,True,False,False,False,False,False,False,True,5.0,False,False,False,False,False,8825000
269,2.0,35,True,2012.0,2286,2200,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2895000
271,2.0,42,True,1943.0,2906,6120,False,False,False,False,False,False,False,False,False,False,True,False,0.0,False,False,False,False,False,2650000
272,2.0,465,True,1931.0,2542,0,False,False,False,False,True,False,False,False,False,False,True,False,3.0,False,False,False,False,False,3700000
273,2.0,34,True,2019.0,1842,0,False,False,False,False,False,False,True,False,False,False,False,False,3.0,False,False,False,False,False,3925000
275,2.0,67,True,1974.0,4580,2400,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1600000
276,2.0,585,True,1957.0,3543,3500,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1330000
278,2.0,61,True,1983.0,2453,7200,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,4700000
279,3.0,69,True,2006.0,4380,0,True,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,True,False,3725000
280,3.0,80,True,1978.0,4833,8160,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2150000
281,2.0,54,True,1985.0,2856,2304,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,2995000
282,1.0,30,True,1953.0,1438,4800,False,False,False,False,False,False,False,False,False,False,True,False,0.0,False,False,False,False,False,3200000
283,3.0,72,True,2016.0,4553,10100,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,5500000
284,3.0,745,True,1961.0,4705,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3050000
285,3.0,784,True,1960.0,4171,11800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2200000
286,3.0,82,True,1936.0,5152,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,8800000
288,1.0,24,True,2021.0,3292,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2050000
289,2.0,60,True,1898.0,3921,7650,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,6380000
290,2.0,55,True,1947.0,3419,7200,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1820000
291,2.0,33,True,1892.0,2335,0,False,False,False,False,False,False,False,True,False,False,True,False,4.0,False,False,False,False,False,3650000
293,2.0,58,True,1949.0,4014,7200,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3725000
294,2.0,39,True,2022.0,2443,0,False,True,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False,3150000
295,1.0,44,True,1964.0,3926,0,False,False,False,False,False,False,False,False,False,False,False,True,-1.0,False,False,False,False,False,950000
296,4.0,92,True,1953.0,5516,4800,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3900000
298,1.0,20,True,1928.0,1232,3000,False,False,False,False,True,False,False,False,False,False,True,False,0.0,False,False,False,False,False,2090000
300,4.0,86,True,1984.0,2936,3300,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,True,False,False,False,9300000
301,1.0,34,True,2017.0,3058,4320,False,False,False,False,False,True,False,False,False,False,False,False,6.0,False,False,False,True,False,2550000
302,3.0,82,True,1968.0,4400,6000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2895000
303,2.0,46,True,2016.0,2875,8100,False,False,False,False,False,False,False,False,False,False,True,False,5.0,False,False,False,False,False,1825000
304,2.0,56,True,1944.0,4460,9148,False,False,False,False,False,False,False,False,True,False,False,False,2.0,False,False,False,False,False,3025000
305,4.0,91,True,2013.0,4684,7834,False,False,False,False,False,False,False,False,False,False,False,False,7.0,True,False,False,False,False,7200000
306,2.0,775,True,1975.0,7489,3600,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,True,False,1050000
307,1.0,33,True,1905.0,1324,5400,False,False,False,False,True,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3970000
308,3.0,92,True,1928.0,3970,6720,False,False,False,False,True,False,False,False,False,False,False,False,1.0,True,False,False,False,False,9000000
309,2.0,60,True,2007.0,4931,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,2000000
311,4.0,1045,True,2006.0,6527,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,5350000
312,2.0,52,True,1947.0,3741,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3000000
313,3.0,84,True,1968.0,4326,11063,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1800000
314,2.0,68,True,2021.0,4313,2640,False,False,False,False,False,False,False,False,False,False,False,False,12.0,False,False,False,False,False,7200000
315,1.0,32,True,1924.0,1504,5400,False,False,False,False,True,False,False,False,False,False,False,False,5.0,False,False,False,False,False,4130000
317,1.0,33,True,1961.0,2720,6000,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,2050000
319,3.0,70,True,2006.0,4681,3600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2175000
320,1.0,40,True,1930.0,2500,6480,False,False,False,False,False,False,True,False,False,False,False,False,6.0,False,False,False,False,False,4375000
321,3.0,88,True,1898.0,5115,2220,False,False,False,False,False,False,False,True,False,False,False,False,2.0,False,False,False,False,False,8300000
322,2.0,42,True,1932.0,2625,6448,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,True,False,False,False,4030000
324,4.0,94,True,1963.0,5858,19438,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2940000
325,2.0,52,True,2012.0,3027,6180,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,4350000
327,1.0,35,True,2023.0,2454,5880,False,False,False,False,False,False,True,False,False,False,True,False,1.0,True,False,False,False,False,2850000
328,1.0,15,True,1971.0,857,0,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,800000
329,1.0,28,True,1929.0,2209,5880,False,False,False,False,False,False,True,False,False,False,True,False,3.0,True,False,False,False,False,2600000
330,3.0,58,True,1944.0,4578,9400,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,4750000
331,2.0,49,True,2006.0,4083,4200,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,3470000
332,2.0,565,True,1950.0,3261,6600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2410000
334,3.0,785,True,1972.0,4967,1500,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,1700000
335,2.0,47,True,2011.0,3989,6600,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2500000
336,3.0,80,True,1960.0,5242,6000,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,2075000
337,3.0,67,True,1952.0,4896,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3450000
338,3.0,73,True,1986.0,5243,7584,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False,1300000
339,2.0,505,True,2006.0,3828,3840,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2250000
340,3.0,87,True,2019.0,5581,3600,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2450000
342,2.0,55,True,2018.0,3861,4800,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,2095000
343,2.0,42,False,1931.0,2400,7128,False,False,False,False,True,False,False,False,False,False,False,True,1.0,False,False,False,False,False,3470000
344,4.0,845,True,2011.0,6532,9000,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,4350000
345,4.0,81,True,1938.0,5004,8700,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,8050000
346,2.0,53,True,1943.0,3341,3264,False,False,False,False,True,False,False,False,False,False,False,False,6.0,False,False,False,False,False,4975000
348,3.0,75,True,1886.0,1339,24000,False,False,False,False,False,False,False,True,False,False,False,True,2.0,False,False,False,False,False,7750000
349,4.0,80,True,1905.0,977,18600,False,False,False,False,False,False,False,True,False,False,False,False,3.0,False,False,False,False,False,10700000
351,3.0,68,True,1955.0,4328,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3050000
352,3.0,665,True,1961.0,4366,0,False,False,False,False,False,False,False,False,False,False,False,True,4.0,False,False,False,False,False,1421000
353,1.0,40,True,1889.0,2187,5600,False,False,False,False,False,False,True,False,False,False,True,False,1.0,False,False,False,False,False,4250000
354,3.0,59,True,1930.0,3492,0,False,False,True,False,False,False,False,False,False,False,True,False,3.0,False,False,False,True,False,6995000
360,2.0,40,False,1939.0,3019,6000,True,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2420000
361,2.0,375,True,2016.0,3394,5340,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,1950000
363,1.0,33,True,2018.0,2649,6000,True,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,2500000
364,1.0,30,True,1930.0,1450,0,False,False,True,False,False,False,False,False,False,False,True,False,2.0,False,False,False,True,False,2695000
365,4.0,89,True,1924.0,5115,0,False,False,False,False,False,False,False,False,False,True,False,False,6.0,False,False,False,False,True,16000000
366,3.0,47,True,1930.0,3480,0,False,False,True,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,5795000
367,3.0,74,True,2013.0,4574,0,False,False,False,True,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,5200000
368,2.0,635,True,2011.0,3532,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,True,False,4300000
369,2.0,68,True,2013.0,3861,4740,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2800000
370,3.0,71,True,1919.0,3725,9900,False,False,False,False,False,False,False,True,False,False,False,False,6.0,False,False,False,False,False,10000000
371,4.0,82,True,2023.0,5876,15576,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,4850000
372,3.0,746,True,1938.0,3062,6000,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False,8000000
373,2.0,595,True,2017.0,3829,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,True,False,3995000
374,2.0,58,True,1948.0,3423,4000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3760000
375,2.0,42,True,1939.0,2879,0,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False,2570000
376,2.0,64,True,1936.0,3192,7200,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,7250000
377,1.0,395,True,2005.0,2571,4200,False,False,False,False,False,False,False,False,False,False,False,False,10.0,False,False,False,False,False,1650000
378,2.0,60,True,1975.0,4128,0,False,False,False,False,False,False,False,False,False,False,False,False,10.0,False,False,False,False,False,1305000
379,2.0,65,False,1989.0,2690,3000,False,False,False,False,True,False,False,False,False,False,False,True,3.0,False,False,False,False,False,5250000
381,2.0,44,False,1936.0,2924,3600,True,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2950000
382,2.0,44,True,1956.0,2557,7320,False,False,False,False,False,False,False,False,False,False,True,False,2.0,True,False,False,False,False,2050000
383,1.0,34,True,1937.0,1923,0,False,False,False,False,True,False,False,False,False,False,False,False,4.0,False,False,False,False,False,3360000
